,Date,City,Country,Longitude,Latitude,Cloudiness,Max Temp,Humidity,Wind Speed
273,1616804422,Vangaindrano,MG,47.6,-23.35,23,71.56,95,3.36
274,1616804422,Fatezh,RU,35.8632,52.0891,100,33.01,87,1.99
275,1616804423,Bloomington,US,-93.2983,44.8408,75,46.99,57,9.22
276,1616804423,Camaná,PE,-72.7111,-16.6228,97,70.93,79,6.08
277,1616804424,Anadyr,RU,177.4833,64.75,0,0.0,78,8.95
278,1616804424,Noumea,NC,166.4572,-22.2763,0,89.6,55,9.22
279,1616804424,Manzhouli,CN,117.4333,49.6,83,33.44,72,4.88
280,1616804424,Iwaki,JP,140.8833,37.05,37,55.99,40,1.99
281,1616804425,Mtambile,TZ,39.7,-5.3833,91,81.14,76,4.41
282,1616804425,Fortuna,US,-124.1573,40.5982,1,57.99,76,14.97
283,1616804426,Warman,CA,-106.5679,52.3168,40,32.0,55,14.97
284,1616804426,North Myrtle Beach,US,-78.68,33.816,20,68.0,88,4.61
285,1616804427,Cherskiy,RU,161.3,68.75,92,-5.75,89,8.55
286,1616804427,Tairua,NZ,175.85,-37.0167,73,71.01,68,13.0
287,1616804428,Basco,PH,121.9702,20.4487,26,78.06,81,15.9
288,1616804428,Kuvandyk,RU,57.3552,51.4781,99,23.31,96,4.21
289,1616804429,Marawi,PH,124.2928,7.9986,97,80.01,76,3.0
290,1616804429,Cidreira,BR,-50.2056,-30.1811,100,68.27,92,7.02
291,1616804430,Volnovakha,UA,37.4967,47.601,87,35.01,100,17.0
292,1616804430,Xilópolis,GR,23.1794,40.9271,1,39.0,56,1.01
293,1616804430,Dunn,US,-91.8835,44.95,1,39.99,60,3.44
294,1616804431,Moerai,PF,-151.3333,-22.4333,1,81.63,71,15.66
295,1616804431,Jinxiang,CN,120.6062,27.4327,30,62.65,88,5.86
296,1616804431,Copiapó,CL,-70.3333,-27.3667,90,57.2,82,6.91
297,1616804432,Balkhash,KZ,74.9804,46.844,82,36.66,88,5.39
298,1616804432,Petropavlovsk-Kamchatskiy,RU,158.6483,53.0452,100,23.0,54,4.47
299,1616804433,Kostanay,KZ,63.5833,53.1667,0,23.0,80,6.71
300,1616804434,Laguna,US,-121.4238,38.421,1,73.4,16,11.5
301,1616804434,Narsaq,GL,-46.05,60.9167,20,5.0,51,9.22
302,1616804252,Turan,VN,108.2208,16.0678,75,77.0,94,4.61
303,1616804435,Boa Vista,BR,-60.6733,2.8197,75,87.8,55,8.05
304,1616804436,Saldanha,ZA,17.9442,-33.0117,24,62.6,88,2.3
305,1616804377,Padang,ID,100.3543,-0.9492,40,75.2,100,2.3
306,1616804437,Benguela,AO,13.4055,-12.5763,95,75.99,78,2.59
307,1616804438,Amapá,BR,-52.0,1.0,26,71.11,98,2.71
308,1616804438,Manono,CD,27.4167,-7.3,66,65.25,94,2.21
309,1616804438,Paraíso,CR,-83.8656,9.8383,20,77.0,73,14.97
310,1616804439,Ust-Nera,RU,143.2,64.5667,100,-2.67,90,4.09
311,1616804439,Saquarema,BR,-42.5103,-22.92,0,78.8,83,6.91
312,1616804440,Tuytepa,UZ,69.3625,41.0321,0,53.6,82,6.91
313,1616804440,Suntar,RU,117.6319,62.1444,66,13.14,92,4.54
314,1616804441,Ballina,AU,153.5667,-28.8667,84,77.0,69,3.44
315,1616804441,Inuvik,CA,-133.7218,68.3499,99,-2.2,71,8.05
316,1616804441,Gweta,BW,25.2333,-20.1833,10,74.89,36,1.52
317,1616804442,Arlit,NE,7.3853,18.7369,0,65.75,13,9.71
318,1616804442,Merauke,ID,140.3333,-8.4667,98,80.28,84,8.81
319,1616804443,Fayaoué,NC,166.5333,-20.65,35,80.29,71,9.89
320,1616804443,Belaya Gora,RU,146.4167,68.5333,86,-7.74,90,4.03
321,1616804444,Ukiah,US,-123.2078,39.1502,1,73.4,18,4.05
322,1616804444,Bara,NG,10.7288,10.3744,76,77.13,14,8.5
323,1616804444,Mednogorsk,RU,57.595,51.4128,100,22.71,96,4.63
324,1616804445,Ust-Tsilma,RU,52.1498,65.441,50,10.22,97,3.22
325,1616804445,Najrān,SA,44.1277,17.4924,0,66.2,24,4.61
326,1616804445,Yantal',RU,105.2542,56.8471,98,19.85,96,2.95
327,1616804446,Te Anau,NZ,167.7167,-45.4167,100,63.45,57,3.8
328,1616804446,Kropotkin,RU,40.5756,45.4375,100,37.0,90,6.58
329,1616804447,Meadow Lake,US,-106.5436,34.8014,75,54.0,26,10.36
330,1616804447,Bathsheba,BB,-59.5167,13.2167,40,77.0,65,21.85
331,1616804448,Jiehu,CN,118.455,35.5428,100,52.36,89,5.35
332,1616804448,Vao,NC,167.4833,-22.6667,24,78.39,75,13.58
333,1616804449,Sola,VU,167.55,-13.8833,75,87.8,74,5.75
334,1616804449,Pimentel,PE,-79.9342,-6.8367,0,71.6,78,21.85
335,1616804449,Lorengau,PG,147.2712,-2.0226,100,83.88,75,6.69
336,1616804450,Acajutla,SV,-89.8275,13.5928,20,89.6,40,4.61
337,1616804450,Kavaratti,IN,72.642,10.5669,40,82.78,74,1.14
338,1616804450,Mitú,CO,-70.1733,1.1983,95,71.98,93,2.04
339,1616804451,Alta Floresta,BR,-56.0861,-9.8756,20,80.6,83,2.3
340,1616804451,Umm Kaddadah,SD,26.6876,13.6017,53,71.51,16,20.89
341,1616804402,Makkah al Mukarramah,SA,39.8261,21.4267,0,71.2,49,6.78
342,1616804452,Zharkovskiy,RU,32.2697,55.849,93,33.37,98,1.88
343,1616804452,Loikaw,MM,97.2094,19.6742,96,71.22,50,1.61
344,1616804452,Kuala Terengganu,MY,103.1408,5.3302,40,78.8,94,2.3
345,1616804453,Salta,AR,-65.4117,-24.7859,75,62.6,94,8.05
346,1616804453,Port Lincoln,AU,135.8667,-34.7333,44,64.99,58,9.57
347,1616804453,Lumeje,AO,20.7833,-11.55,100,65.53,94,4.59
348,1616804454,Posse,BR,-46.3694,-14.0931,69,69.44,56,2.59
349,1616804454,Dwārka,IN,68.9678,22.2394,2,77.88,73,11.81
350,1616804330,Ninghai,CN,121.4247,29.2892,97,64.99,96,3.4
351,1616804455,Muros,ES,-9.0603,42.7762,41,44.01,92,9.64
352,1616804456,Hualmay,PE,-77.6139,-11.0964,49,70.47,81,7.23
353,1616804456,Ponta do Sol,PT,-17.1,32.6667,40,64.4,88,6.91
354,1616804457,Mahébourg,MU,57.7,-20.4081,20,75.2,88,6.91
355,1616804458,Makarov,RU,142.8,48.6333,22,29.07,76,5.06
356,1616804458,Kano,NG,8.5167,12.0001,84,73.4,15,10.36
357,1616804458,Hailey,US,-114.3153,43.5196,40,44.6,42,9.22
358,1616804459,Potiskum,NG,11.0694,11.7091,91,72.99,15,8.95
359,1616804459,Ucluelet,CA,-125.5528,48.9329,20,51.01,76,13.8
360,1616804460,Cap Malheureux,MU,57.6142,-19.9842,14,75.0,87,1.39
361,1616804460,Viedma,AR,-62.9967,-40.8135,85,56.52,54,6.98
362,1616804460,Dingle,PH,122.6711,10.9995,72,81.0,77,9.55
363,1616804460,Beisfjord,NO,17.5988,68.3751,82,39.2,56,3.44
364,1616804461,Roebourne,AU,117.1333,-20.7833,1,82.58,62,4.36
365,1616804461,Kitimat,CA,-128.6534,54.0524,100,39.99,89,4.0
366,1616804241,St. George's,GD,-61.7485,12.0564,20,78.8,78,13.8
367,1616804461,Muravlenko,RU,74.523,63.7898,99,15.33,89,7.74
368,1616804462,Makakilo City,US,-158.0858,21.3469,90,82.4,69,8.05
369,1616804463,Oranjemund,NA,16.4333,-28.55,0,60.62,82,3.4
370,1616804463,Ilulissat,GL,-51.1,69.2167,10,-13.0,48,7.29
371,1616804464,Leiyang,CN,112.8591,26.4024,88,68.0,86,0.94
372,1616804465,Yangi Marg`ilon,UZ,71.7189,40.4272,75,51.8,93,2.3
373,1616804465,Dauriya,RU,116.8667,49.9333,87,32.77,73,7.05
374,1616804203,Rome,US,-75.4557,43.2128,90,42.8,87,17.27
375,1616804466,San Felipe,VE,-68.7425,10.3399,73,70.75,92,5.93
376,1616804466,Pudozh,RU,36.5345,61.8099,100,31.78,99,1.19
377,1616804467,Toropets,RU,31.6353,56.4978,92,33.01,97,1.54
378,1616804467,Djibouti,DJ,42.5,11.5,1,77.0,78,11.16
379,1616804402,Verkhoyansk,RU,133.385,67.5447,100,5.79,89,3.15
380,1616804468,Saint-Félicien,CA,-72.4491,48.6501,90,37.4,48,9.22
381,1616804469,Kostomuksha,RU,30.5767,64.571,65,32.41,84,9.01
382,1616804469,Fevik,NO,8.6766,58.3794,75,42.8,87,11.5
383,1616804469,Nanortalik,GL,-45.2371,60.1432,27,7.47,69,25.14
384,1616804470,Marathon,US,-89.7668,44.9,1,39.2,56,3.44
385,1616804470,Novo Aripuanã,BR,-60.3797,-5.1206,52,74.26,96,2.73
386,1616804471,Wanning,CN,110.3967,18.8003,57,75.61,79,3.87
387,1616804207,Naze,JP,129.4833,28.3667,75,68.0,68,17.27
388,1616804471,Itaituba,BR,-55.9836,-4.2761,20,84.2,74,1.5
389,1616804471,Navalmoral de la Mata,ES,-5.5406,39.8916,55,48.0,53,3.0
390,1616804229,Jiuquan,CN,98.5174,39.7432,6,45.16,25,1.3
391,1616804472,Bosobolo,CD,19.9,4.1833,99,69.04,92,2.84
392,1616804473,Doha,QA,51.5333,25.2867,0,78.01,78,2.3
393,1616804473,Vinukonda,IN,79.75,16.05,34,74.32,75,2.86
394,1616804474,Killybegs,IE,-8.45,54.6333,94,35.01,90,5.99
395,1616804475,Pouébo,NC,164.5667,-20.4,23,84.61,61,8.23
396,1616804476,Galesong,ID,119.3661,-5.3166,20,77.0,94,4.61
397,1616804477,Puerto Quijarro,BO,-57.7667,-17.7833,20,81.84,49,1.34
398,1616804478,Casper,US,-106.3131,42.8666,20,37.4,65,3.53
399,1616804478,Waddān,LY,16.139,29.1614,2,52.56,53,8.59
400,1616804479,Palanga,LT,21.0686,55.9175,20,41.0,70,5.75
401,1616804411,Porbandar,IN,69.6093,21.6422,1,78.04,60,9.24
402,1616804480,Leticia,CO,-69.9406,-4.2153,40,77.0,100,2.3
403,1616804481,Qandala,SO,49.8728,11.472,68,77.49,60,5.46
404,1616804481,Lewiston,US,-70.2148,44.1003,20,53.01,100,3.44
405,1616804482,Hofn,IS,-15.2082,64.2539,94,18.45,65,19.08
406,1616804482,North Bay,CA,-79.4663,46.3168,90,32.0,86,8.05
407,1616804483,Saint-Augustin,CA,-58.6502,51.226,100,18.45,79,17.74
408,1616804483,Arteaga,MX,-102.4167,18.4667,35,74.23,47,7.2
409,1616804484,Salym,RU,71.4789,60.0625,100,31.95,98,4.14
410,1616804484,Traverse City,US,-85.6206,44.7631,90,33.8,75,8.05
411,1616804485,Jablah,SY,35.9256,35.3614,40,42.8,75,4.61
412,1616804485,Tungor,RU,142.9564,53.3808,80,19.67,85,5.99
413,1616804486,Skjervøy,NO,20.9714,70.0311,93,37.67,74,16.49
414,1616804486,Mendi,PG,143.6513,-6.1761,98,68.04,69,2.86
415,1616804417,Mackay,AU,149.2,-21.15,1,84.2,70,8.05
416,1616804487,Zabid,YE,43.3152,14.1951,9,76.53,66,5.03
417,1616804487,Nuuk,GL,-51.7216,64.1835,20,-14.13,80,11.32
418,1616804488,Dūngarpur,IN,73.7167,23.8333,0,77.05,18,3.2
419,1616804488,Tiarei,PF,-149.3333,-17.5333,20,87.8,62,2.3
420,1616804320,Zhuhai,CN,113.5678,22.2769,40,75.99,88,3.44
421,1616804475,Panzhihua,CN,101.7128,26.5851,0,54.0,54,2.46
422,1616804489,Nishihara,JP,127.7558,26.1842,20,75.2,69,16.11
423,1616804490,Mpulungu,ZM,31.1141,-8.7623,100,70.48,84,2.28
424,1616804491,Sfântu Gheorghe,RO,25.7833,45.8667,8,30.99,79,0.83
425,1616804491,Atar,MR,-13.0499,20.5169,4,80.2,14,7.34
426,1616804492,Heidelberg,ZA,28.3592,-26.5048,0,55.0,45,2.73
427,1616804493,Sur,OM,59.5289,22.5667,93,78.44,53,3.06
428,1616804493,San Vicente,AR,-54.1333,-26.6167,97,68.83,82,2.3
429,1616804494,São José da Coroa Grande,BR,-35.1478,-8.8978,95,77.68,83,6.82
430,1616804494,Melfi,IT,15.6514,40.9965,40,39.2,70,20.71
431,1616804496,Kirakira,SB,161.9205,-10.4544,54,86.09,70,9.1
432,1616804497,Boguchany,RU,97.4531,58.3814,93,16.5,96,3.47
433,1616804497,Kumul,CN,93.45,42.8,83,53.28,39,8.48
434,1616804498,Hirara,JP,125.2833,24.8,20,75.2,83,19.57
435,1616804498,Shelburne,CA,-80.2041,44.0787,96,35.01,100,9.55
436,1616804499,Westerland,DE,8.3033,54.9079,75,48.2,71,14.97
437,1616804500,Bāneh,IR,45.8853,35.9975,71,39.52,63,5.21
438,1616804501,Kismayo,SO,42.5454,-0.3582,89,79.41,76,14.5
439,1616804501,Wates,ID,111.9541,-8.1326,97,77.97,88,0.29
440,1616804502,Ovalle,CL,-71.2003,-30.5983,0,71.22,35,3.15
441,1616804503,Quelimane,MZ,36.8883,-17.8786,0,77.0,88,3.56
442,1616804503,Manaure,CO,-72.4445,11.7751,0,80.26,67,22.95
443,1616804503,Zambezi,ZM,23.1047,-13.5432,100,64.49,95,5.91
444,1616804503,Panama City,PA,-79.5197,8.9936,40,84.2,65,13.8
445,1616804504,Luau,AO,22.2247,-10.7073,97,64.6,96,3.24
446,1616804504,Mitsamiouli,KM,43.2844,-11.3847,6,81.9,75,4.18
447,1616804505,Karpathos,GR,27.2132,35.507,6,53.6,50,13.8
448,1616804505,Kurumkan,RU,110.3,54.3,98,22.71,86,2.48
449,1616804505,Berbérati,CF,15.7922,4.2612,89,69.58,87,2.42
450,1616804506,Rudnogorsk,RU,103.7519,57.2639,96,15.21,97,2.28
451,1616804506,Brainerd,US,-94.2008,46.358,75,42.8,52,3.44
452,1616804507,Roald,NO,6.1333,62.5833,75,41.0,87,12.66
453,1616804507,Bom Jardim,BR,-35.5872,-7.7958,100,73.11,87,8.01
454,1616804507,Arman',RU,150.1667,59.7,45,4.32,81,0.2
455,1616804508,Santa Cruz,MA,-9.5982,30.4202,0,73.4,15,17.81
456,1616804508,Piteå,SE,21.4794,65.3172,90,32.0,93,14.97
457,1616804508,Santa Lucía,ES,-15.5407,27.9117,20,64.99,72,5.75
458,1616804509,Divo,CI,-5.36,5.8397,13,73.56,96,2.93
459,1616804509,Adrar,MR,-10.0711,20.5022,0,73.81,7,9.04
460,1616804509,Jalu,LY,21.5482,29.0331,0,52.25,38,11.1
461,1616804408,Pingliang,CN,106.6861,35.5392,25,44.01,45,5.01
462,1616804510,‘Āhuimanu,US,-157.8378,21.4447,75,82.4,78,10.36
463,1616804510,Esperance,AU,121.9,-33.8667,0,62.6,72,17.27
464,1616804511,Rocky Mountain House,CA,-114.9188,52.3668,100,30.2,93,6.91
465,1616804511,Schwalmtal,DE,6.2667,51.2167,90,46.4,81,16.11
466,1616804511,Locri,IT,16.2623,38.2414,1,53.01,61,6.91
467,1616804512,Pedernales,DO,-71.744,18.0384,0,80.4,66,10.27
468,1616804512,Treinta y Tres,UY,-54.3833,-33.2333,100,69.08,94,4.9
469,1616804512,Eydhafushi,MV,73.0708,5.1033,100,83.35,75,11.68
470,1616804513,Aitape,PG,142.3475,-3.1374,100,83.28,72,1.36
471,1616804513,Brikama,GM,-16.6494,13.2714,2,71.6,78,13.58
472,1616804514,Lyuban',BY,28.0048,52.7985,26,36.91,85,3.67
473,1616804515,Cabra,ES,-4.4421,37.4725,48,59.0,52,1.01
474,1616804516,Skegness,GB,0.3363,53.1436,75,41.0,81,14.97
475,1616804516,Beringovskiy,RU,179.3167,63.05,94,3.78,84,13.18
476,1616804517,Hammerfest,NO,23.6821,70.6634,20,37.4,65,12.66
477,1616804518,Turaif,SA,38.6637,31.6725,0,44.6,87,20.71
478,1616804518,Suárez,CO,-76.6964,2.954,100,68.58,97,1.74
479,1616804518,Kudahuvadhoo,MV,72.8944,2.6708,99,82.29,72,10.4
480,1616804518,Ilebo,CD,20.5833,-4.3167,100,69.73,98,0.45
481,1616804519,Usinsk,RU,57.5281,65.9939,77,13.21,94,11.63
482,1616804519,Sault Ste. Marie,CA,-84.3333,46.5168,90,30.2,74,8.05
483,1616804519,West Bay,KY,-81.4167,19.3667,20,82.4,74,10.36
484,1616804520,Samāstipur,IN,85.7833,25.85,0,68.18,20,4.68
485,1616804520,Pirovskoye,RU,92.2658,57.6267,100,22.91,93,9.26
486,1616804521,La Libertad,EC,-80.9,-2.2333,10,74.25,79,9.57
487,1616804521,Maceió,BR,-35.7353,-9.6658,75,75.2,88,5.75
488,1616804522,Biloela,AU,150.5,-24.4167,0,81.1,36,0.83
489,1616804523,San Borja,BO,-66.85,-14.8167,53,75.11,92,2.98
490,1616804523,Lucapa,AO,20.7447,-8.4192,96,64.29,96,2.35
491,1616804524,Poum,NC,164.0167,-20.2333,6,80.91,70,7.52
492,1616804524,Tilichiki,RU,166.1,60.4667,23,3.81,85,6.44
493,1616804525,Nurota,UZ,65.6886,40.5614,0,55.4,88,11.5
494,1616804526,Causapscal,CA,-67.227,48.3542,100,28.99,1,4.25
495,1616804526,Cockburn Town,TC,-71.1419,21.4612,1,77.61,75,21.43
496,1616804527,Maţāy,EG,30.7792,28.419,0,51.21,48,12.17
497,1616804527,Frontignan,FR,3.754,43.4485,75,54.0,100,4.61
498,1616804528,Nagua,DO,-69.8474,19.3832,40,78.8,83,10.47
499,1616804528,Khandyga,RU,135.6,62.6667,100,13.23,82,4.99
500,1616804528,Namatanai,PG,152.4333,-3.6667,100,83.93,71,9.31
501,1616804529,Kidal,ML,1.4078,18.4411,0,73.99,11,20.4
502,1616804529,Yatou,CN,122.3833,37.15,100,46.33,97,7.87
503,1616804432,Lima,PE,-77.0282,-12.0432,0,75.0,78,12.66
504,1616804530,Betim,BR,-44.1983,-19.9678,0,78.8,61,8.05
505,1616804530,Saint-François,FR,3.9054,46.4154,0,50.0,71,8.05
506,1616804530,Leningradskiy,RU,178.4167,69.3833,57,-12.59,92,5.01
507,1616804521,Kaohsiung City,TW,120.3133,22.6163,75,77.0,69,3.44
508,1616804531,Ojinaga,MX,-104.4167,29.5667,1,86.0,3,11.5
509,1616804532,Adré,TD,22.2,13.4667,99,77.07,14,20.0
510,1616804532,Kalmunai,LK,81.8167,7.4167,98,78.12,87,1.25
511,1616804532,Jérémie,HT,-74.1167,18.65,28,77.74,76,2.91
512,1616804533,Popondetta,PG,148.2534,-8.7537,100,88.83,56,2.68
513,1616804534,San Carlos,VE,-68.5827,9.6612,38,80.4,60,4.52
514,1616804333,Wenzhou,CN,120.6668,27.9994,18,66.99,89,1.99
515,1616804534,Maniitsoq,GL,-52.9,65.4167,72,-8.81,73,10.96
516,1616804535,Helong,CN,128.9972,42.5397,100,48.49,56,3.02
517,1616804535,Mandalgovi,MN,106.2708,45.7625,22,34.02,22,27.02
518,1616804535,Agadez,NE,10.25,19.75,0,61.61,19,12.64
519,1616804537,Vardø,NO,31.1107,70.3705,0,33.8,69,14.97
520,1616804537,Iisalmi,FI,27.1907,63.5592,89,28.4,100,4.61
521,1616804538,Huntsville,US,-86.5861,34.7304,1,66.0,63,2.04
522,1616804538,Jacareacanga,BR,-57.7528,-6.2222,37,73.44,94,0.69
523,1616804538,Road Town,VG,-64.6167,18.4167,40,78.8,73,17.27
524,1616804260,Kasama,ZM,31.1808,-10.2129,100,60.35,96,2.95
525,1616804539,Kingston,JM,-76.7936,17.997,75,82.4,51,21.85
526,1616804539,San Ramon,US,-121.978,37.7799,1,73.0,16,8.05
527,1616804539,Valley City,US,-98.0032,46.9233,90,41.0,81,4.61
528,1616804539,Richards Bay,ZA,32.0377,-28.783,41,66.83,91,5.1
529,1616804540,Mtsensk,RU,36.5733,53.2766,100,33.51,99,5.26
530,1616804540,Aykhal,RU,111.5,66.0,100,10.87,94,5.97
531,1616804541,Kasongo-Lunda,CD,16.8167,-6.4667,100,69.62,99,0.72
532,1616804541,Cusset,FR,3.4596,46.13,0,51.8,58,11.5
533,1616804541,Port Hedland,AU,118.5667,-20.3167,0,84.2,70,5.75
534,1616804293,Hambantota,LK,81.1185,6.1241,100,79.07,83,10.74
535,1616804404,Dubai,AE,55.3047,25.2582,0,82.0,28,2.3
536,1616804542,Sri Aman,MY,111.4621,1.2376,40,73.4,100,3.44
537,1616804543,Eyl,SO,49.8164,7.9803,87,78.98,66,11.34
538,1616804543,Caniço,PT,-16.85,32.6333,40,64.4,88,6.91
539,1616804544,Mehamn,NO,27.8492,71.0357,58,30.96,85,18.7
540,1616804339,Yaan,NG,8.5667,7.3833,9,85.37,45,2.04
541,1616804544,Nizhniy Kuranakh,RU,125.4869,58.8353,100,29.35,94,1.03
542,1616804544,Margate,GB,1.3862,51.3813,60,41.0,75,8.01
543,1616804545,Polyarnyye Zori,RU,32.4981,67.3661,67,28.99,96,3.18
544,1616804545,Ginir,ET,40.7,7.1333,70,58.21,30,4.7
545,1616804546,Lompoc,US,-120.4579,34.6391,20,61.0,72,14.97
546,1616804546,Whitley Bay,GB,-1.4471,55.0397,90,39.2,70,18.41
547,1616804294,Xaçmaz,AZ,48.806,41.4635,100,42.84,95,4.97
